COUNTRY,TYPE,UNIT NAME,UNIT NAME2,ARMY-DIV,SIZE,ICON1,ICON2,ATTACK1,ATTACK2,DEFENSE1,DEFENSE2,MOVEMENT1,MOVEMENT2,WHITE STAR,BLACK STAR,YELLOW STAR,BLUE STAR
DE,GU,Fiz.,,FD,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,Gren.,,FD,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,I/1,,1,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/1,,1,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,1,,1,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,113,,1,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,I/6,,3,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/6,,3,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,3,,3,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,394,,3,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,I/11,,6,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/11,,6,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,4,,6,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,114,,6,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,I/10,,8,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/10,,8,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,28,,8,III,De-inf-mot.svg,,4,2,,,7,7,,,,
DE,GU,98,,8,III,De-inf-mot.svg,,4,2,,,7,7,,,,
DE,GU,13,,13,XX,De-pz4-7.svg,,3,2,,,8,8,,,,
DE,GU,I/21,,20,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/21,,20,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,59,,20,III,De-inf-mot.svg,,4,2,,,7,7,,,,
DE,GU,112,,20,III,De-inf-mot.svg,,4,2,,,7,7,,,,
DE,GU,I/23,,23,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/23,,23,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,126,,23,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,128,,23,III,De-inf-mot.svg,,4,2,,,7,7,,,,
DE,GU,I/24,,24,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,II/24,,24,II,De-pz4-7.svg,,4,2,,,8,8,,,,
DE,GU,21,,24,III,De-inf-mot.svg,,5,3,,,7,7,,,,
DE,GU,26,,24,III,De-inf-mot.svg,,4,2,,,7,7,,,,
DE,GU,31,,3,III,De-kav.svg,,3,2,,,6,6,,,,
DE,GU,32,,3,III,De-kav.svg,,3,2,,,6,6,,,,
DE,GU,Rozp.,,3,II,De-puma.svg,,3,2,,,9,9,,,,
DE,GU,5,,4,III,De-kav.svg,,3,2,,,6,6,,,,
DE,GU,41,,4,III,De-kav.svg,,3,2,,,6,6,,,,
DE,GU,208,,4,II,De-pz4-7.svg,,3,2,,,8,8,,,,
DE,GU,98,,1,III,De-inf-mountain.svg,,3,2,,,5,5,,,,
DE,GU,99,,1,III,De-inf-mountain.svg,,3,2,,,5,5,,,,
DE,GU,131,,44,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,132,,44,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,134,,44,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,184,,71,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,191,,71,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,194,,71,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,283,,96,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,284,,96,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,287,,96,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,750,,118,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,751,,118,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,715,,153,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,716,,153,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,717,,153,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,306,,211,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,317,,211,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,365,,211,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,977,,271,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,978,,271,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,979,,271,III,De-inf.svg,,3,2,,,4,4,,,,
DE,GU,944,,357,III,De-inf.svg,,4,2,,,4,4,,,,
DE,GU,945,,357,III,De-inf.svg,,4,2,,,4,4,,,,
DE,GU,946,,357,III,De-inf.svg,,4,2,,,4,4,,,,
DE,GU,731,,711,III,De-inf.svg,,4,2,,,4,4,,,,
DE,GU,744,,711,III,De-inf.svg,,4,2,,,4,4,,,,
DE,GU,747,,711,III,De-inf.svg,,4,2,,,4,4,,,,
HU,GU,art./I,,,III,de-art-face-150mm-mot-2.svg,De-art-back-150mm-mot-2.svg,3,0,2,1,0,7,,,,
HU,GU,art./II,,,III,de-art-face-150mm-mot-2.svg,De-art-back-150mm-mot-2.svg,3,0,2,1,0,7,,,,
HU,GU,art./VI,,,III,de-art-face-150mm-mot-2.svg,De-art-back-150mm-mot-2.svg,3,0,2,1,0,7,,,,
HU,GU,art./VII,,,III,de-art-face-150mm-mot-2.svg,De-art-back-150mm-mot-2.svg,3,0,2,1,0,7,,,,
HU,GU,Buda.,,,II,hu-zirini-II.svg,,4,2,,,8,8,,,1,
HU,GU,Solt,,,III,Hu-inf.svg,,4,2,,,4,4,,,,
HU,GU,Rzecz.,,,X,Hu-inf.svg,,4,2,,,4,4,,,,
HU,GU,1,,1,XX,Hu-turan-II.svg,,4,2,,,8,8,,,,
HU,GU,2,,1H,III,De-kav.svg,,4,2,,,6,6,,,,
HU,GU,3,,1H,III,De-kav.svg,,4,2,,,6,6,,,,
HU,GU,7,,1H,II,hu-zirini-II.svg,,4,2,,,8,8,,,1,
HU,GU,2,,2,X,Hu-inf-mot.svg,,4,2,,,7,7,,,,
HU,GU,3,,2,X,Hu-inf-mot.svg,,4,2,,,7,7,,,,
HU,GU,3,,2,III,Hu-turan-II.svg,,4,2,,,8,8,,,,
HU,GU,5,,5,XX,Hu-inf.svg,,4,2,,,4,4,,,,
HU,GU,12,,12,XX,Hu-inf.svg,,4,2,,,4,4,,,,
HU,GU,3,,10,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,6,,10,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,8,,10,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,13,,20,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,14,,20,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,24,,20,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,42,,23,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,51,,23,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,54,,23,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,1,,25,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,25,,25,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,26,,25,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,1,,SL,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,2,,SL,III,Hu-inf.svg,,3,2,,,4,4,,,,
HU,GU,3,,SL,III,Hu-inf.svg,,3,2,,,4,4,,,,
RU,HQ,Sztab,,B,,Ru-hq.svg,,,,,,,,,,,
RU,GU,52,,,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,122,,,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,151,,,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,155,,,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,180,,,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,223,,,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,236,,,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,317,,,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,25 Gw.,,,XX,Ru-inf-gw.svg,,7,4,,,4,4,,,,
RU,GU,66 Gw.,,,XX,Ru-inf-gw.svg,,7,4,,,4,4,,,,
RU,GU,11 Gw.,V,,XX,Ru-cav.svg,,5,4,,,6,6,,,,
RU,GU,12 Gw.,V,,XX,Ru-cav.svg,,5,4,,,6,6,,,,
RU,GU,63 Gw.,V,,XX,Ru-cav.svg,,5,4,,,6,6,,,,
RU,GU,Panc.Gw.,V,,X,Ru-t34-76.svg,,3,2,,,8,8,,,,
RU,GU,Art.Gw.,V,,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,1 Gw.,I,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,2 Gw.,I,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,3 Gw.,I,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,6 Gw.,I,,X,Ru-sherman-2.svg,,6,4,,,8,8,,,,
RU,GU,Art.Gw.,I,,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,4 Gw.,II,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,5 Gw.,II,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,6 Gw.,II,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,37 Gw.,II,,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,Art.Gw.,II,,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,13 Gw.,IV,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,14 Gw.,IV,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,15 Gw.,IV,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,36 Gw.,IV,,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,Art.Gw.,IV,,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,16 Gw.,VII,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,63 Gw.,VII,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,64 Gw.,VII,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,41 Gw.,VII,,X,Ru-sherman-2.svg,,6,4,,,8,8,,,,
RU,GU,Art.Gw.,VII,,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,110Gw.,XVIII,,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,170Gw.,XVIII,,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,181Gw.,XVIII,,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,30 Gw.,XVIII,,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,Art.Gw.,XVIII,,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,208,,,X,Ru-su-122.svg,,3,2,,,6,6,1,,2,
RU,GU,363,,,X,Ru-su-122.svg,,3,2,,,6,6,1,,2,
RU,GU,364,,,X,Ru-su-122.svg,,3,2,,,6,6,1,,2,
RU,HQ,Pijew,,P,,Ru-hq.svg,,,,,,,,,,,
RU,GU,8 Gw.,VI,P,XX,Ru-cav.svg,,5,3,,,6,6,,,,
RU,GU,9 Gw.,IV,P,XX,Ru-cav.svg,,5,3,,,6,6,,,,
RU,GU,10 Gw.,IV,P,XX,Ru-cav.svg,,5,3,,,6,6,,,,
RU,GU,13 Gw.,VI,P,XX,Ru-cav.svg,,5,3,,,6,6,,,,
RU,GU,30 Gw.,IV,P,XX,Ru-cav.svg,,5,3,,,6,6,,,,
RU,GU,56,XXXIII,P,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,Art.,XXXIII,P,III,Ru-su85-2.svg,,4,2,,,7,7,1,,1,
RU,GU,3,XXXIII,P,X,Ru-t34-76.svg,,5,3,,,8,8,,,,
RU,GU,39,XXXIII,P,X,Ru-t34-76.svg,,5,3,,,8,8,,,,
RU,GU,135,XXXIII,P,X,Ru-t34-76.svg,,5,3,,,8,8,,,,
RU,HQ,Zaharov,,4,,Ru-hq.svg,,,,,,,,,,,
RU,GU,1 RU,,4,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,84,,4,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,93,,4,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,252,,4,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,4 Gw.,,4,XX,Ru-inf-gw.svg,,7,4,,,4,4,,,,
RU,GU,5 Gw.,,4,XX,Ru-inf-gw.svg,,9,5,,,4,4,,,,
RU,GU,7 Gw.,,4,XX,Ru-inf-gw.svg,,9,5,,,4,4,,,,
RU,GU,24 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,34 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,40 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,41 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,62 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,69 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,80 Gw.,,4,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,83 Mor.,,4,X,Ru-inf-gw.svg,,4,2,,,4,4,,,,
RU,GU,Art.,,4,X,ru-art-face-ml20-mot.svg,ru-art-back-ml20-mot.svg,4,0,3,1,0,6,,,,
RU,GU,Art.,,4,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,HQ,Kravchenko,,6,,Ru-hq.svg,,,,,,,,,,,
RU,GU,2,IX,6,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,9,IX,6,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,45,IX,6,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,223,IX,6,X,Ru-t34-76.svg,,6,3,,,8,8,,,,
RU,GU,Art.,IX,6,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,20 Gw.,V,6,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,21 Gw.,V,6,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,22 Gw.,V,6,X,Ru-t34-85.svg,,6,4,,,8,8,,,,
RU,GU,6,V,6,X,Ru-m16-2.svg,,5,3,,,8,8,,,,
RU,GU,Art.,V,6,III,Ru-su85-2.svg,,4,2,,,7,7,1,,1,
RU,HQ,Shumilov,,7,,Ru-hq.svg,,,,,,,,,,,
RU,GU,53,,7,XX,Ru-inf.svg,,8,5,,,4,4,,,,
RU,GU,227,,7,XX,Ru-inf.svg,,8,5,,,4,4,,,,
RU,GU,297,,7,XX,Ru-inf.svg,,8,5,,,4,4,,,,
RU,GU,303,,7,XX,Ru-inf.svg,,8,5,,,4,4,,,,
RU,GU,409,,7,XX,Ru-inf.svg,,8,5,,,4,4,,,,
RU,GU,36 Gw.,,7,XX,Ru-inf-gw.svg,,8,5,,,4,4,,,,
RU,GU,72 Gw.,,7,XX,Ru-inf-gw.svg,,8,5,,,4,4,,,,
RU,GU,81 Gw.,,7,XX,Ru-inf-gw.svg,,8,5,,,4,4,,,,
RU,GU,Art.,,7,X,ru-art-face-ml20-mot.svg,ru-art-back-ml20-mot.svg,5,0,3,1,0,6,,,,
RU,GU,25,,7,X,Ru-t34-76.svg,,4,2,,,8,8,,,,
RU,HQ,Philipovsky ,,46,,Ru-hq.svg,,,,,,,,,,,
RU,GU,68,,46,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,99,,46,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,316,,46,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,320,,46,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,49 Gw.,,46,XX,Ru-inf-gw.svg,,7,4,,,4,4,,,,
RU,GU,59 Gw.,,46,XX,Ru-inf-gw.svg,,7,4,,,4,4,,,,
RU,GU,86 Gw.,,46,XX,Ru-inf-gw.svg,,7,4,,,4,4,,,,
RU,GU,108Gw.,,46,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,109Gw.,,46,XX,Ru-inf-gw.svg,,8,4,,,4,4,,,,
RU,GU,Art.,,46,X,ru-art-face-ml20-mot.svg,ru-art-back-ml20-mot.svg,5,0,3,1,0,6,,,,
RU,GU,Art.,,46,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,HQ,Szarochin,,57,,Ru-hq.svg,,,,,,,,,,,
RU,GU,3,,57,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,19,,57,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,20,,57,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,73,,57,XX,Ru-inf.svg,,5,3,,,4,4,,,,
RU,GU,113,,57,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,299,,57,XX,Ru-inf.svg,,6,3,,,4,4,,,,
RU,GU,10 Gw.,,57,XX,Ru-inf-gw.svg,,6,4,,,4,4,,,,
RU,GU,61 Gw.,,57,XX,Ru-inf-gw.svg,,6,4,,,4,4,,,,
RU,GU,Art.,,57,X,ru-art-face-ml20-mot.svg,ru-art-back-ml20-mot.svg,5,0,3,1,0,6,,,,
RU,GU,336,,57,III,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,366,,57,X,Ru-su85-2.svg,,3,2,,,7,7,1,,1,
RU,GU,120,,57,X,Ru-t34-76.svg,,4,2,,,8,8,,,,
RO,HQ,Sova,,VII,,Ro-hq-sova.svg,,,,,,,,,,,
RO,GU,2,,VII,XX,Ro-inf.svg,,5,4,,,4,4,,,,
RO,GU,9,,VII,XX,ro-cav.svg,,4,2,,,6,6,,,,
RO,GU,19,,VII,XX,Ro-inf.svg,,5,4,,,4,4,,,,
RO,GU,Art.,,VII,XX,ro-art-face-150mm-mot.svg,ro-art-back-150mm-mot.svg,3,0,2,1,0,6,,,,
